ticker,as_of_dt,px_last,px_bid,px_ask,opt_implied_volatility_mid,opt_div_yield,opt_undl_px,opt_finance_rt,opt_strike_px,opt_put_call,opt_expire_dt
TSLA US 09/20/14 P285 Equity,8/25/2014,29.08,23.85,24.5,32.39097,0,262.91,0.1490314,285,Put,9/20/2014
TSLA US 09/20/14 P287.5 Equity,8/25/2014,33.6,25.8,26.95,32.02056,0,262.91,0.1490314,287.5,Put,9/20/2014
TSLA US 09/20/14 P290 Equity,8/25/2014,29.4,28.1,29.15,32.38441,0,262.91,0.1490314,290,Put,9/20/2014
TSLA US 09/20/14 P292.5 Equity,8/25/2014,#N/A N/A,30.35,31.4,32.44788,0,262.91,0.1490314,292.5,Put,9/20/2014
TSLA US 09/20/14 P295 Equity,8/25/2014,42,32.5,33.7,31.91607,0,262.91,0.1490314,295,Put,9/20/2014
TSLA US 09/20/14 P297.5 Equity,8/25/2014,36.2,34.85,36.05,32.12086,0,262.91,0.1490314,297.5,Put,9/20/2014
TSLA US 09/20/14 P300 Equity,8/25/2014,38.6,37.3,38.4,32.58781,0,262.91,0.1490314,300,Put,9/20/2014
TSLA US 09/20/14 P305 Equity,8/25/2014,50.86,42.05,43.2,33.73447,0,262.91,0.1490314,305,Put,9/20/2014
TSLA US 09/20/14 P310 Equity,8/25/2014,97.15,46.9,48.1,34.63505,0,262.91,0.1490314,310,Put,9/20/2014
TSLA US 09/20/14 P315 Equity,8/25/2014,#N/A N/A,51.85,53.05,36.37938,0,262.91,0.1490314,315,Put,9/20/2014
TSLA US 09/20/14 P320 Equity,8/25/2014,#N/A N/A,56.75,57.95,36.58501,0,262.91,0.1490314,320,Put,9/20/2014
TSLA US 09/20/14 P325 Equity,8/25/2014,96.85,61.5,62.95,34.34547,0,262.91,0.1490314,325,Put,9/20/2014
TSLA US 09/20/14 P330 Equity,8/25/2014,#N/A N/A,66.7,67.9,39.74424,0,262.91,0.1490314,330,Put,9/20/2014
TSLA US 09/20/14 P335 Equity,8/25/2014,95.5,71.7,72.85,41.01484,0,262.91,0.1490314,335,Put,9/20/2014
TSLA US 09/20/14 P340 Equity,8/25/2014,#N/A N/A,76.5,77.9,39.03639,0,262.91,0.1490314,340,Put,9/20/2014
TSLA US 09/20/14 P345 Equity,8/25/2014,#N/A N/A,81.45,82.9,38.68955,0,262.91,0.1490314,345,Put,9/20/2014
TSLA US 09/20/14 P350 Equity,8/25/2014,#N/A N/A,86.45,87.9,40.58435,0,262.91,0.1490314,350,Put,9/20/2014
TSLA US 09/20/14 P355 Equity,8/25/2014,#N/A N/A,91.45,92.9,42.45839,0,262.91,0.1490314,355,Put,9/20/2014
TSLA US 09/20/14 P360 Equity,8/25/2014,#N/A N/A,96.45,97.9,44.30029,0,262.91,0.1490314,360,Put,9/20/2014
TSLA US 09/20/14 P365 Equity,8/25/2014,#N/A N/A,101.45,102.9,46.11088,0,262.91,0.1490314,365,Put,9/20/2014
TSLA US 09/20/14 P370 Equity,8/25/2014,149.35,106.45,107.85,43.47653,0,262.91,0.1490314,370,Put,9/20/2014
TSLA US 09/20/14 P375 Equity,8/25/2014,#N/A N/A,111.45,112.85,45.22706,0,262.91,0.1490314,375,Put,9/20/2014
TSLA US 09/20/14 P380 Equity,8/25/2014,#N/A N/A,116.45,117.85,46.96546,0,262.91,0.1490314,380,Put,9/20/2014
TSLA US 09/20/14 P385 Equity,8/25/2014,#N/A N/A,121.45,122.85,48.68358,0,262.91,0.1490314,385,Put,9/20/2014
TSLA US 09/20/14 P390 Equity,8/25/2014,#N/A N/A,126.45,127.85,50.37515,0,262.91,0.1490314,390,Put,9/20/2014
TSLA US 09/20/14 P395 Equity,8/25/2014,#N/A N/A,131.45,132.85,52.04086,0,262.91,0.1490314,395,Put,9/20/2014
TSLA US 09/20/14 P400 Equity,8/25/2014,148.05,136.45,137.85,53.68682,0,262.91,0.1490314,400,Put,9/20/2014
TSLA US 09/20/14 P405 Equity,8/25/2014,#N/A N/A,141.45,142.85,55.31919,0,262.91,0.1490314,405,Put,9/20/2014
TSLA US 09/20/14 P410 Equity,8/25/2014,#N/A N/A,146.45,147.85,56.92686,0,262.91,0.1490314,410,Put,9/20/2014
TSLA US 09/20/14 P415 Equity,8/25/2014,#N/A N/A,151.45,152.85,58.51204,0,262.91,0.1490314,415,Put,9/20/2014
TSLA US 09/20/14 P420 Equity,8/25/2014,#N/A N/A,156.45,157.85,60.07813,0,262.91,0.1490314,420,Put,9/20/2014
TSLA US 09/20/14 P425 Equity,8/25/2014,#N/A N/A,161.45,162.85,61.63392,0,262.91,0.1490314,425,Put,9/20/2014
TSLA US 09/20/14 P430 Equity,8/25/2014,#N/A N/A,166.45,167.85,63.16645,0,262.91,0.1490314,430,Put,9/20/2014
TSLA US 09/20/14 P435 Equity,8/25/2014,#N/A N/A,171.45,172.85,64.67783,0,262.91,0.1490314,435,Put,9/20/2014
TSLA US 09/20/14 P440 Equity,8/25/2014,#N/A N/A,176.45,177.85,66.17078,0,262.91,0.1490314,440,Put,9/20/2014
TSLA US 09/20/14 P445 Equity,8/25/2014,#N/A N/A,181.45,182.85,67.65603,0,262.91,0.1490314,445,Put,9/20/2014
TSLA US 09/20/14 P450 Equity,8/25/2014,#N/A N/A,186.45,187.85,69.12096,0,262.91,0.1490314,450,Put,9/20/2014
TSLA US 09/20/14 P455 Equity,8/25/2014,#N/A N/A,191.45,192.85,70.5652,0,262.91,0.1490314,455,Put,9/20/2014
TSLA US 09/20/14 P460 Equity,8/25/2014,#N/A N/A,196.45,197.85,71.99113,0,262.91,0.1490314,460,Put,9/20/2014
TSLA US 09/20/14 P465 Equity,8/25/2014,#N/A N/A,201.45,202.85,73.4015,0,262.91,0.1490314,465,Put,9/20/2014
TSLA US 09/20/14 P470 Equity,8/25/2014,246.95,206.45,207.85,74.79973,0,262.91,0.1490314,470,Put,9/20/2014
TSLA US 09/20/14 P475 Equity,8/25/2014,237.2,211.45,212.85,76.19289,0,262.91,0.1490314,475,Put,9/20/2014
TSLA US 09/20/14 P480 Equity,8/25/2014,#N/A N/A,216.45,217.85,77.55728,0,262.91,0.1490314,480,Put,9/20/2014
TSLA US 09/20/14 P485 Equity,8/25/2014,229.65,221.45,222.85,78.90486,0,262.91,0.1490314,485,Put,9/20/2014
TSLA US 09/20/14 P490 Equity,8/25/2014,#N/A N/A,226.45,227.85,80.23827,0,262.91,0.1490314,490,Put,9/20/2014
TSLA US 09/20/14 P495 Equity,8/25/2014,272.15,231.45,232.85,81.56058,0,262.91,0.1490314,495,Put,9/20/2014
TSLA US 09/20/14 P500 Equity,8/25/2014,#N/A N/A,236.45,237.85,82.87537,0,262.91,0.1490314,500,Put,9/20/2014
TSLA US 09/20/14 P505 Equity,8/25/2014,249.15,241.45,242.85,84.17235,0,262.91,0.1490314,505,Put,9/20/2014
TSLA US 09/20/14 P510 Equity,8/25/2014,247.4,246.45,247.85,85.44688,0,262.91,0.1490314,510,Put,9/20/2014
TSLA US 09/20/14 P515 Equity,8/25/2014,279.3,251.45,252.85,86.70729,0,262.91,0.1490314,515,Put,9/20/2014
TSLA US 10/18/14 C120 Equity,8/25/2014,#N/A N/A,142.2,143.6,#N/A N/A,0,262.91,0.1869926,120,Call,10/18/2014
TSLA US 10/18/14 C125 Equity,8/25/2014,#N/A N/A,137.2,138.6,#N/A N/A,0,262.91,0.1869926,125,Call,10/18/2014
TSLA US 10/18/14 C130 Equity,8/25/2014,#N/A N/A,132.2,133.65,69.04566,0,262.91,0.1869926,130,Call,10/18/2014
TSLA US 10/18/14 C135 Equity,8/25/2014,#N/A N/A,127.2,128.65,65.56133,0,262.91,0.1869926,135,Call,10/18/2014
TSLA US 10/18/14 C140 Equity,8/25/2014,#N/A N/A,122.25,123.65,65.49423,0,262.91,0.1869926,140,Call,10/18/2014
TSLA US 10/18/14 C145 Equity,8/25/2014,#N/A N/A,117.25,118.7,64.25205,0,262.91,0.1869926,145,Call,10/18/2014
TSLA US 10/18/14 C150 Equity,8/25/2014,#N/A N/A,112.25,113.5,#N/A N/A,0,262.91,0.1869926,150,Call,10/18/2014
TSLA US 10/18/14 C155 Equity,8/25/2014,#N/A N/A,107.3,108.5,#N/A N/A,0,262.91,0.1869926,155,Call,10/18/2014
TSLA US 10/18/14 C160 Equity,8/25/2014,#N/A N/A,102.3,103.5,#N/A N/A,0,262.91,0.1869926,160,Call,10/18/2014
TSLA US 10/18/14 C165 Equity,8/25/2014,#N/A N/A,97.3,98.75,53.97112,0,262.91,0.1869926,165,Call,10/18/2014
TSLA US 10/18/14 C170 Equity,8/25/2014,95.32,92.35,93.55,46.65219,0,262.91,0.1869926,170,Call,10/18/2014
TSLA US 10/18/14 C175 Equity,8/25/2014,80.75,87.35,88.6,45.41853,0,262.91,0.1869926,175,Call,10/18/2014
TSLA US 10/18/14 C180 Equity,8/25/2014,#N/A N/A,82.4,83.6,43.78286,0,262.91,0.1869926,180,Call,10/18/2014
TSLA US 10/18/14 C185 Equity,8/25/2014,#N/A N/A,77.45,78.65,42.78539,0,262.91,0.1869926,185,Call,10/18/2014
TSLA US 10/18/14 C190 Equity,8/25/2014,#N/A N/A,72.5,73.7,41.32143,0,262.91,0.1869926,190,Call,10/18/2014
TSLA US 10/18/14 C195 Equity,8/25/2014,61.25,67.65,68.8,41.06794,0,262.91,0.1869926,195,Call,10/18/2014
TSLA US 10/18/14 C200 Equity,8/25/2014,62.5,62.75,63.95,40.05933,0,262.91,0.1869926,200,Call,10/18/2014
TSLA US 10/18/14 C205 Equity,8/25/2014,#N/A N/A,57.95,59.1,39.18478,0,262.91,0.1869926,205,Call,10/18/2014
TSLA US 10/18/14 C210 Equity,8/25/2014,49.04,53.15,54.35,38.27713,0,262.91,0.1869926,210,Call,10/18/2014
TSLA US 10/18/14 C215 Equity,8/25/2014,#N/A N/A,48.45,49.6,36.57694,0,262.91,0.1869926,215,Call,10/18/2014
TSLA US 10/18/14 C220 Equity,8/25/2014,37.7,43.9,45.1,36.5472,0,262.91,0.1869926,220,Call,10/18/2014
TSLA US 10/18/14 C225 Equity,8/25/2014,34.11,39.45,40.6,35.98215,0,262.91,0.1869926,225,Call,10/18/2014
TSLA US 10/18/14 C230 Equity,8/25/2014,35.9,35.55,36.35,36.53092,0,262.91,0.1869926,230,Call,10/18/2014
TSLA US 10/18/14 C235 Equity,8/25/2014,31.07,31.05,32.25,35.29132,0,262.91,0.1869926,235,Call,10/18/2014
TSLA US 10/18/14 C240 Equity,8/25/2014,27.5,27.15,28.25,34.71984,0,262.91,0.1869926,240,Call,10/18/2014
TSLA US 10/18/14 C245 Equity,8/25/2014,24,23.55,24.65,34.53564,0,262.91,0.1869926,245,Call,10/18/2014
TSLA US 10/18/14 C250 Equity,8/25/2014,20.65,20.5,21.15,34.52417,0,262.91,0.1869926,250,Call,10/18/2014
TSLA US 10/18/14 C255 Equity,8/25/2014,17.7,17.7,17.95,34.5021,0,262.91,0.1869926,255,Call,10/18/2014
TSLA US 10/18/14 C260 Equity,8/25/2014,15.1,14.9,15.1,34.2843,0,262.91,0.1869926,260,Call,10/18/2014
TSLA US 10/18/14 C265 Equity,8/25/2014,12.55,12.4,12.6,33.92134,0,262.91,0.1869926,265,Call,10/18/2014
TSLA US 10/18/14 C270 Equity,8/25/2014,10.35,10.3,10.45,33.77282,0,262.91,0.1869926,270,Call,10/18/2014
TSLA US 10/18/14 C275 Equity,8/25/2014,8.55,8.4,8.55,33.66402,0,262.91,0.1869926,275,Call,10/18/2014
TSLA US 10/18/14 C280 Equity,8/25/2014,6.9,6.75,6.9,33.43242,0,262.91,0.1869926,280,Call,10/18/2014
TSLA US 10/18/14 C285 Equity,8/25/2014,5.5,5.4,5.55,33.33944,0,262.91,0.1869926,285,Call,10/18/2014
TSLA US 10/18/14 C290 Equity,8/25/2014,4.24,4.3,4.45,33.22024,0,262.91,0.1869926,290,Call,10/18/2014
TSLA US 10/18/14 C295 Equity,8/25/2014,3.41,3.4,3.5,33.18249,0,262.91,0.1869926,295,Call,10/18/2014
TSLA US 10/18/14 C300 Equity,8/25/2014,2.7,2.67,2.74,33.18919,0,262.91,0.1869926,300,Call,10/18/2014
TSLA US 10/18/14 C305 Equity,8/25/2014,2.11,2.07,2.15,33.1975,0,262.91,0.1869926,305,Call,10/18/2014
TSLA US 10/18/14 C310 Equity,8/25/2014,1.59,1.6,1.68,33.28838,0,262.91,0.1869926,310,Call,10/18/2014
TSLA US 10/18/14 C315 Equity,8/25/2014,1.3,1.21,1.3,33.17485,0,262.91,0.1869926,315,Call,10/18/2014
TSLA US 10/18/14 C320 Equity,8/25/2014,0.98,0.94,0.98,33.22454,0,262.91,0.1869926,320,Call,10/18/2014
TSLA US 10/18/14 C325 Equity,8/25/2014,0.73,0.72,0.78,33.45704,0,262.91,0.1869926,325,Call,10/18/2014
TSLA US 10/18/14 C330 Equity,8/25/2014,0.6,0.55,0.61,33.70608,0,262.91,0.1869926,330,Call,10/18/2014
TSLA US 10/18/14 C335 Equity,8/25/2014,#N/A N/A,0.42,0.49,33.98011,0,262.91,0.1869926,335,Call,10/18/2014
TSLA US 10/18/14 C340 Equity,8/25/2014,0.39,0.32,0.4,34.29457,0,262.91,0.1869926,340,Call,10/18/2014
TSLA US 10/18/14 C345 Equity,8/25/2014,0.26,0.24,0.35,34.78712,0,262.91,0.1869926,345,Call,10/18/2014
TSLA US 10/18/14 C350 Equity,8/25/2014,0.23,0.18,0.28,35.00076,0,262.91,0.1869926,350,Call,10/18/2014
TSLA US 10/18/14 C355 Equity,8/25/2014,#N/A N/A,0.14,0.24,35.49371,0,262.91,0.1869926,355,Call,10/18/2014
TSLA US 10/18/14 C360 Equity,8/25/2014,#N/A N/A,0.1,0.2,35.74775,0,262.91,0.1869926,360,Call,10/18/2014
TSLA US 10/18/14 C365 Equity,8/25/2014,#N/A N/A,0.07,0.19,36.41233,0,262.91,0.1869926,365,Call,10/18/2014
TSLA US 10/18/14 C370 Equity,8/25/2014,#N/A N/A,0.05,0.18,37.13889,0,262.91,0.1869926,370,Call,10/18/2014
TSLA US 10/18/14 C375 Equity,8/25/2014,0.15,0.04,0.15,37.53458,0,262.91,0.1869926,375,Call,10/18/2014
TSLA US 10/18/14 C380 Equity,8/25/2014,#N/A N/A,0.02,0.15,38.24765,0,262.91,0.1869926,380,Call,10/18/2014
TSLA US 10/18/14 C385 Equity,8/25/2014,#N/A N/A,0.01,0.14,38.87715,0,262.91,0.1869926,385,Call,10/18/2014
TSLA US 10/18/14 C390 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,42.61583,0,262.91,0.1869926,390,Call,10/18/2014
TSLA US 10/18/14 C395 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.12,43.38111,0,262.91,0.1869926,395,Call,10/18/2014
TSLA US 10/18/14 C400 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,44.07882,0,262.91,0.1869926,400,Call,10/18/2014
TSLA US 10/18/14 C405 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,45.20208,0,262.91,0.1869926,405,Call,10/18/2014
TSLA US 10/18/14 C410 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,46.30755,0,262.91,0.1869926,410,Call,10/18/2014
TSLA US 10/18/14 C415 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,47.39478,0,262.91,0.1869926,415,Call,10/18/2014
TSLA US 10/18/14 C420 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,48.4611,0,262.91,0.1869926,420,Call,10/18/2014
TSLA US 10/18/14 C425 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.12,50.0055,0,262.91,0.1869926,425,Call,10/18/2014
TSLA US 10/18/14 C430 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.12,51.05074,0,262.91,0.1869926,430,Call,10/18/2014
TSLA US 10/18/14 C435 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.12,52.07599,0,262.91,0.1869926,435,Call,10/18/2014
TSLA US 10/18/14 C440 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.12,53.09003,0,262.91,0.1869926,440,Call,10/18/2014
TSLA US 10/18/14 C445 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,53.57576,0,262.91,0.1869926,445,Call,10/18/2014
TSLA US 10/18/14 C450 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,54.55601,0,262.91,0.1869926,450,Call,10/18/2014
TSLA US 10/18/14 C455 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,55.5175,0,262.91,0.1869926,455,Call,10/18/2014
TSLA US 10/18/14 C460 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,56.46676,0,262.91,0.1869926,460,Call,10/18/2014
TSLA US 10/18/14 C465 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,57.40745,0,262.91,0.1869926,465,Call,10/18/2014
TSLA US 10/18/14 C470 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,58.33759,0,262.91,0.1869926,470,Call,10/18/2014
TSLA US 10/18/14 C475 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,59.25484,0,262.91,0.1869926,475,Call,10/18/2014
TSLA US 10/18/14 C480 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,60.14775,0,262.91,0.1869926,480,Call,10/18/2014
TSLA US 10/18/14 C485 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,62.15135,0,262.91,0.1869926,485,Call,10/18/2014
TSLA US 10/18/14 C490 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,63.04102,0,262.91,0.1869926,490,Call,10/18/2014
TSLA US 10/18/14 C495 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,63.92555,0,262.91,0.1869926,495,Call,10/18/2014
TSLA US 10/18/14 C500 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,64.79882,0,262.91,0.1869926,500,Call,10/18/2014
TSLA US 10/18/14 C505 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,65.64732,0,262.91,0.1869926,505,Call,10/18/2014
TSLA US 10/18/14 C510 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.13,66.49765,0,262.91,0.1869926,510,Call,10/18/2014
TSLA US 10/18/14 P120 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.11,82.14832,0,262.91,0.1869926,120,Put,10/18/2014
TSLA US 10/18/14 P125 Equity,8/25/2014,#N/A N/A,#N/A N/A,0.12,78.95195,0,262.91,0.1869926,125,Put,10/18/2014
TSLA US 10/18/14 P130 Equity,8/25/2014,0.04,0.02,0.14,71.69118,0,262.91,0.1869926,130,Put,10/18/2014
TSLA US 10/18/14 P135 Equity,8/25/2014,#N/A N/A,0.03,0.1,66.59,0,262.91,0.1869926,135,Put,10/18/2014
TSLA US 10/18/14 P140 Equity,8/25/2014,#N/A N/A,0.03,0.17,66.32538,0,262.91,0.1869926,140,Put,10/18/2014
TSLA US 10/18/14 P145 Equity,8/25/2014,#N/A N/A,0.05,0.17,63.61825,0,262.91,0.1869926,145,Put,10/18/2014
TSLA US 10/18/14 P150 Equity,8/25/2014,0.1,0.07,0.17,60.91888,0,262.91,0.1869926,150,Put,10/18/2014
TSLA US 10/18/14 P155 Equity,8/25/2014,0.22,0.08,0.19,58.50098,0,262.91,0.1869926,155,Put,10/18/2014
TSLA US 10/18/14 P160 Equity,8/25/2014,0.13,0.1,0.18,55.55069,0,262.91,0.1869926,160,Put,10/18/2014
TSLA US 10/18/14 P165 Equity,8/25/2014,0.16,0.12,0.24,54.1721,0,262.91,0.1869926,165,Put,10/18/2014
TSLA US 10/18/14 P170 Equity,8/25/2014,0.19,0.14,0.21,50.8521,0,262.91,0.1869926,170,Put,10/18/2014
TSLA US 10/18/14 P175 Equity,8/25/2014,0.26,0.17,0.29,49.67111,0,262.91,0.1869926,175,Put,10/18/2014
TSLA US 10/18/14 P180 Equity,8/25/2014,0.25,0.21,0.34,47.8556,0,262.91,0.1869926,180,Put,10/18/2014
TSLA US 10/18/14 P185 Equity,8/25/2014,0.36,0.27,0.34,45.51651,0,262.91,0.1869926,185,Put,10/18/2014
TSLA US 10/18/14 P190 Equity,8/25/2014,0.41,0.33,0.47,44.40111,0,262.91,0.1869926,190,Put,10/18/2014
TSLA US 10/18/14 P195 Equity,8/25/2014,0.76,0.43,0.56,42.88632,0,262.91,0.1869926,195,Put,10/18/2014
TSLA US 10/18/14 P200 Equity,8/25/2014,0.64,0.56,0.67,41.41947,0,262.91,0.1869926,200,Put,10/18/2014
TSLA US 10/18/14 P205 Equity,8/25/2014,0.9,0.74,0.86,40.3576,0,262.91,0.1869926,205,Put,10/18/2014
TSLA US 10/18/14 P210 Equity,8/25/2014,1.01,0.98,1.08,39.24112,0,262.91,0.1869926,210,Put,10/18/2014
TSLA US 10/18/14 P215 Equity,8/25/2014,1.38,1.31,1.39,38.34517,0,262.91,0.1869926,215,Put,10/18/2014
TSLA US 10/18/14 P220 Equity,8/25/2014,1.82,1.75,1.82,37.57133,0,262.91,0.1869926,220,Put,10/18/2014
TSLA US 10/18/14 P225 Equity,8/25/2014,2.3,2.29,2.37,36.95702,0,262.91,0.1869926,225,Put,10/18/2014
TSLA US 10/18/14 P230 Equity,8/25/2014,3.03,3,3.1,36.37149,0,262.91,0.1869926,230,Put,10/18/2014
TSLA US 10/18/14 P235 Equity,8/25/2014,3.9,3.9,4,35.86215,0,262.91,0.1869926,235,Put,10/18/2014
TSLA US 10/18/14 P240 Equity,8/25/2014,5.05,5,5.15,35.33786,0,262.91,0.1869926,240,Put,10/18/2014
TSLA US 10/18/14 P245 Equity,8/25/2014,6.4,6.35,6.5,34.89075,0,262.91,0.1869926,245,Put,10/18/2014
TSLA US 10/18/14 P250 Equity,8/25/2014,8,7.95,8.1,34.55865,0,262.91,0.1869926,250,Put,10/18/2014
TSLA US 10/18/14 P255 Equity,8/25/2014,10,9.9,10.05,34.22936,0,262.91,0.1869926,255,Put,10/18/2014
TSLA US 10/18/14 P260 Equity,8/25/2014,12.11,12.1,12.25,34.00755,0,262.91,0.1869926,260,Put,10/18/2014
TSLA US 10/18/14 P265 Equity,8/25/2014,14.75,14.6,14.75,33.72055,0,262.91,0.1869926,265,Put,10/18/2014
TSLA US 10/18/14 P270 Equity,8/25/2014,18,17.35,17.65,33.45615,0,262.91,0.1869926,270,Put,10/18/2014
TSLA US 10/18/14 P275 Equity,8/25/2014,21.3,20.4,20.8,33.46227,0,262.91,0.1869926,275,Put,10/18/2014
TSLA US 10/18/14 P280 Equity,8/25/2014,24,23.7,24.55,33.61966,0,262.91,0.1869926,280,Put,10/18/2014
TSLA US 10/18/14 P285 Equity,8/25/2014,28.3,27.1,28.3,33.31284,0,262.91,0.1869926,285,Put,10/18/2014
TSLA US 10/18/14 P290 Equity,8/25/2014,33,31.05,32.2,33.38938,0,262.91,0.1869926,290,Put,10/18/2014
TSLA US 10/18/14 P295 Equity,8/25/2014,#N/A N/A,35.2,36.35,33.60089,0,262.91,0.1869926,295,Put,10/18/2014
TSLA US 10/18/14 P300 Equity,8/25/2014,47.4,39.4,40.6,33.49163,0,262.91,0.1869926,300,Put,10/18/2014
TSLA US 10/18/14 P305 Equity,8/25/2014,#N/A N/A,43.8,45,33.4773,0,262.91,0.1869926,305,Put,10/18/2014
TSLA US 10/18/14 P310 Equity,8/25/2014,#N/A N/A,48.3,49.5,33.34012,0,262.91,0.1869926,310,Put,10/18/2014
TSLA US 10/18/14 P315 Equity,8/25/2014,#N/A N/A,52.95,54.15,33.48755,0,262.91,0.1869926,315,Put,10/18/2014
TSLA US 10/18/14 P320 Equity,8/25/2014,#N/A N/A,57.65,58.85,34.20952,0,262.91,0.1869926,320,Put,10/18/2014
TSLA US 10/18/14 P325 Equity,8/25/2014,69.99,62.45,63.65,34.69157,0,262.91,0.1869926,325,Put,10/18/2014
TSLA US 10/18/14 P330 Equity,8/25/2014,#N/A N/A,67.3,68.45,35.04525,0,262.91,0.1869926,330,Put,10/18/2014
TSLA US 10/18/14 P335 Equity,8/25/2014,#N/A N/A,72.15,73.35,35.57143,0,262.91,0.1869926,335,Put,10/18/2014
TSLA US 10/18/14 P340 Equity,8/25/2014,#N/A N/A,77.05,78.25,36.11509,0,262.91,0.1869926,340,Put,10/18/2014
TSLA US 10/18/14 P345 Equity,8/25/2014,#N/A N/A,81.95,83.15,36.3875,0,262.91,0.1869926,345,Put,10/18/2014
TSLA US 10/18/14 P350 Equity,8/25/2014,#N/A N/A,86.9,88.1,37.17639,0,262.91,0.1869926,350,Put,10/18/2014
TSLA US 10/18/14 P355 Equity,8/25/2014,#N/A N/A,91.85,93.05,37.81132,0,262.91,0.1869926,355,Put,10/18/2014
